Data_Type,dt_time,Location,Business Unit,Interval_Hrs,Call_Volume,AHT_Secs,ASA_Secs,ASA_Target_Secs,Actual_SL,Service Level Target,Shrinkage,Occupancy_Target,Positions_No_Shrinkage,Positions_With_Shrinkage,service_level,occupancy,waiting_probability,Labor Hours Needed - Post Shrinkage Occ
Historical,2025-03-14 16:00:00,TOTAL,Answerlink,1.0,11,810.99,0.0,30.0,,0.8,0.21,0.85,5,7,0.88,0.5,0.13,7.0
Historical,2025-03-14 17:00:00,TOTAL,Answerlink,1.0,7,573.56,0.0,30.0,,0.8,0.21,0.85,3,4,0.89,0.37,0.12,4.0
Historical,2025-03-14 18:00:00,TOTAL,Answerlink,1.0,12,912.83,0.0,30.0,,0.8,0.21,0.85,6,8,0.9,0.51,0.1,8.0
Historical,2025-03-14 19:00:00,TOTAL,Answerlink,1.0,1,523.5,0.0,30.0,,0.8,0.21,0.85,1,2,0.86,0.15,0.15,2.0
Historical,2025-03-14 20:00:00,TOTAL,Answerlink,1.0,3,397.5,0.0,30.0,,0.8,0.21,0.85,2,3,0.96,0.17,0.05,3.0
Historical,2025-03-14 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-14 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-14 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-15 07:00:00,TOTAL,Answerlink,1.0,3,480.33,0.0,30.0,,0.8,0.21,0.85,2,3,0.94,0.2,0.07,3.0
Historical,2025-03-15 08:00:00,TOTAL,Answerlink,1.0,7,473.0,0.0,30.0,,0.8,0.21,0.85,3,4,0.94,0.31,0.07,4.0
Historical,2025-03-15 09:00:00,TOTAL,Answerlink,1.0,13,555.17,0.0,30.0,,0.8,0.21,0.85,4,6,0.84,0.5,0.18,6.0
Historical,2025-03-15 10:00:00,TOTAL,Answerlink,1.0,19,637.44,0.0,30.0,,0.8,0.21,0.85,6,8,0.86,0.56,0.15,8.0
Historical,2025-03-15 11:00:00,TOTAL,Answerlink,1.0,12,667.2,0.0,30.0,,0.8,0.21,0.85,5,7,0.92,0.44,0.09,7.0
Historical,2025-03-15 12:00:00,TOTAL,Answerlink,1.0,13,621.0,0.0,30.0,,0.8,0.21,0.85,5,7,0.92,0.45,0.09,7.0
Historical,2025-03-15 13:00:00,TOTAL,Answerlink,1.0,9,793.27,0.0,30.0,,0.8,0.21,0.85,4,6,0.84,0.5,0.17,6.0
Historical,2025-03-15 14:00:00,TOTAL,Answerlink,1.0,7,559.45,0.0,30.0,,0.8,0.21,0.85,3,4,0.9,0.36,0.11,4.0
Historical,2025-03-15 15:00:00,TOTAL,Answerlink,1.0,1,636.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.83,0.18,0.18,2.0
Historical,2025-03-15 16:00:00,TOTAL,Answerlink,1.0,1,475.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.88,0.13,0.13,2.0
Historical,2025-03-15 17:00:00,TOTAL,Answerlink,1.0,1,0.0,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-15 18:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-15 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-15 20:00:00,TOTAL,Answerlink,1.0,1,531.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.86,0.15,0.15,2.0
Historical,2025-03-15 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-16 07:00:00,TOTAL,Answerlink,1.0,1,284.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.93,0.08,0.08,2.0
Historical,2025-03-16 08:00:00,TOTAL,Answerlink,1.0,3,674.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.88,0.28,0.12,3.0
Historical,2025-03-16 09:00:00,TOTAL,Answerlink,1.0,2,915.5,0.0,30.0,,0.8,0.21,0.85,2,3,0.9,0.25,0.1,3.0
Historical,2025-03-16 10:00:00,TOTAL,Answerlink,1.0,4,374.33,0.0,30.0,,0.8,0.21,0.85,2,3,0.94,0.21,0.07,3.0
Historical,2025-03-16 11:00:00,TOTAL,Answerlink,1.0,4,1172.4,0.0,30.0,,0.8,0.21,0.85,3,4,0.84,0.43,0.17,4.0
Historical,2025-03-16 12:00:00,TOTAL,Answerlink,1.0,7,579.83,0.0,30.0,,0.8,0.21,0.85,3,4,0.89,0.38,0.12,4.0
Historical,2025-03-16 13:00:00,TOTAL,Answerlink,1.0,9,568.68,0.0,30.0,,0.8,0.21,0.85,3,4,0.81,0.47,0.21,4.0
Historical,2025-03-16 14:00:00,TOTAL,Answerlink,1.0,3,1014.33,0.0,30.0,,0.8,0.21,0.85,3,4,0.94,0.28,0.06,4.0
Historical,2025-03-16 15:00:00,TOTAL,Answerlink,1.0,1,578.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.85,0.16,0.16,2.0
Historical,2025-03-16 16:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-16 17:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-16 18:00:00,TOTAL,Answerlink,1.0,1,0.0,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-16 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-16 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-16 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-17 07:00:00,TOTAL,Answerlink,1.0,5,605.8,0.0,30.0,,0.8,0.21,0.85,3,4,0.95,0.28,0.06,4.0
Historical,2025-03-17 08:00:00,TOTAL,Answerlink,1.0,23,711.43,0.0,30.0,,0.8,0.21,0.85,8,11,0.91,0.57,0.11,11.0
Historical,2025-03-17 09:00:00,TOTAL,Answerlink,1.0,27,732.0,0.0,30.0,,0.8,0.21,0.85,9,12,0.89,0.61,0.13,12.0
Historical,2025-03-17 10:00:00,TOTAL,Answerlink,1.0,43,484.78,0.0,30.0,,0.8,0.21,0.85,9,12,0.86,0.64,0.17,12.0
Historical,2025-03-17 11:00:00,TOTAL,Answerlink,1.0,29,788.55,0.0,30.0,,0.8,0.21,0.85,10,13,0.88,0.64,0.14,13.0
Historical,2025-03-17 12:00:00,TOTAL,Answerlink,1.0,31,761.53,0.0,30.0,,0.8,0.21,0.85,10,13,0.86,0.66,0.16,13.0
Historical,2025-03-17 13:00:00,TOTAL,Answerlink,1.0,29,635.0,0.0,30.0,,0.8,0.21,0.85,8,11,0.84,0.64,0.18,11.0
Historical,2025-03-17 14:00:00,TOTAL,Answerlink,1.0,29,612.64,0.0,30.0,,0.8,0.21,0.85,8,11,0.86,0.62,0.16,11.0
Historical,2025-03-17 15:00:00,TOTAL,Answerlink,1.0,39,629.84,0.0,30.0,,0.8,0.21,0.85,10,13,0.83,0.68,0.2,13.0
Historical,2025-03-17 16:00:00,TOTAL,Answerlink,1.0,25,536.88,0.0,30.0,,0.8,0.21,0.85,6,8,0.8,0.62,0.22,8.0
Historical,2025-03-17 17:00:00,TOTAL,Answerlink,1.0,9,547.64,0.0,30.0,,0.8,0.21,0.85,3,4,0.82,0.46,0.19,4.0
Historical,2025-03-17 18:00:00,TOTAL,Answerlink,1.0,4,451.25,0.0,30.0,,0.8,0.21,0.85,2,3,0.91,0.25,0.1,3.0
Historical,2025-03-17 19:00:00,TOTAL,Answerlink,1.0,5,539.2,0.0,30.0,,0.8,0.21,0.85,2,3,0.81,0.37,0.2,3.0
Historical,2025-03-17 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-17 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-17 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-17 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-18 07:00:00,TOTAL,Answerlink,1.0,4,396.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.93,0.22,0.08,3.0
Historical,2025-03-18 08:00:00,TOTAL,Answerlink,1.0,14,581.32,0.0,30.0,,0.8,0.21,0.85,5,7,0.92,0.45,0.09,7.0
Historical,2025-03-18 09:00:00,TOTAL,Answerlink,1.0,31,628.19,0.0,30.0,,0.8,0.21,0.85,9,12,0.9,0.6,0.12,12.0
Historical,2025-03-18 10:00:00,TOTAL,Answerlink,1.0,31,652.85,0.0,30.0,,0.8,0.21,0.85,9,12,0.88,0.62,0.14,12.0
Historical,2025-03-18 11:00:00,TOTAL,Answerlink,1.0,26,688.92,0.0,30.0,,0.8,0.21,0.85,8,11,0.86,0.62,0.16,11.0
Historical,2025-03-18 12:00:00,TOTAL,Answerlink,1.0,31,566.45,0.0,30.0,,0.8,0.21,0.85,8,11,0.87,0.61,0.15,11.0
Historical,2025-03-18 13:00:00,TOTAL,Answerlink,1.0,20,491.29,0.0,30.0,,0.8,0.21,0.85,5,7,0.85,0.55,0.17,7.0
Historical,2025-03-18 14:00:00,TOTAL,Answerlink,1.0,25,633.35,0.0,30.0,,0.8,0.21,0.85,7,9,0.82,0.63,0.2,9.0
Historical,2025-03-18 15:00:00,TOTAL,Answerlink,1.0,20,530.43,0.0,30.0,,0.8,0.21,0.85,5,7,0.8,0.59,0.22,7.0
Historical,2025-03-18 16:00:00,TOTAL,Answerlink,1.0,16,563.75,0.0,30.0,,0.8,0.21,0.85,5,7,0.88,0.5,0.13,7.0
Historical,2025-03-18 17:00:00,TOTAL,Answerlink,1.0,13,581.05,0.0,30.0,,0.8,0.21,0.85,4,6,0.82,0.52,0.2,6.0
Historical,2025-03-18 18:00:00,TOTAL,Answerlink,1.0,6,569.14,0.0,30.0,,0.8,0.21,0.85,3,4,0.93,0.32,0.08,4.0
Historical,2025-03-18 19:00:00,TOTAL,Answerlink,1.0,3,411.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.96,0.17,0.05,3.0
Historical,2025-03-18 20:00:00,TOTAL,Answerlink,1.0,1,0.0,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-18 21:00:00,TOTAL,Answerlink,1.0,4,315.2,0.0,30.0,,0.8,0.21,0.85,2,3,0.96,0.18,0.05,3.0
Historical,2025-03-18 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-18 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-19 07:00:00,TOTAL,Answerlink,1.0,5,841.2,0.0,30.0,,0.8,0.21,0.85,3,4,0.88,0.39,0.13,4.0
Historical,2025-03-19 08:00:00,TOTAL,Answerlink,1.0,9,662.03,0.0,30.0,,0.8,0.21,0.85,4,6,0.91,0.41,0.1,6.0
Historical,2025-03-19 09:00:00,TOTAL,Answerlink,1.0,20,493.11,0.0,30.0,,0.8,0.21,0.85,5,7,0.85,0.55,0.18,7.0
Historical,2025-03-19 10:00:00,TOTAL,Answerlink,1.0,26,635.88,0.0,30.0,,0.8,0.21,0.85,8,11,0.9,0.57,0.11,11.0
Historical,2025-03-19 11:00:00,TOTAL,Answerlink,1.0,24,570.77,0.0,30.0,,0.8,0.21,0.85,7,9,0.91,0.54,0.11,9.0
Historical,2025-03-19 12:00:00,TOTAL,Answerlink,1.0,30,663.38,0.0,30.0,,0.8,0.21,0.85,9,12,0.89,0.61,0.13,12.0
Historical,2025-03-19 13:00:00,TOTAL,Answerlink,1.0,24,463.87,0.0,30.0,,0.8,0.21,0.85,6,8,0.91,0.52,0.11,8.0
Historical,2025-03-19 14:00:00,TOTAL,Answerlink,1.0,25,599.58,0.0,30.0,,0.8,0.21,0.85,7,9,0.86,0.59,0.16,9.0
Historical,2025-03-19 15:00:00,TOTAL,Answerlink,1.0,26,653.97,0.0,30.0,,0.8,0.21,0.85,8,11,0.89,0.59,0.13,11.0
Historical,2025-03-19 16:00:00,TOTAL,Answerlink,1.0,20,574.89,0.0,30.0,,0.8,0.21,0.85,6,8,0.89,0.53,0.13,8.0
Historical,2025-03-19 17:00:00,TOTAL,Answerlink,1.0,5,395.7,0.0,30.0,,0.8,0.21,0.85,2,3,0.89,0.27,0.12,3.0
Historical,2025-03-19 18:00:00,TOTAL,Answerlink,1.0,6,735.5,0.0,30.0,,0.8,0.21,0.85,3,4,0.86,0.41,0.15,4.0
Historical,2025-03-19 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-19 20:00:00,TOTAL,Answerlink,1.0,5,221.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.97,0.15,0.04,3.0
Historical,2025-03-19 21:00:00,TOTAL,Answerlink,1.0,1,1050.67,0.0,30.0,,0.8,0.21,0.85,2,3,0.96,0.15,0.04,3.0
Historical,2025-03-19 22:00:00,TOTAL,Answerlink,1.0,1,364.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.91,0.1,0.1,2.0
Historical,2025-03-19 23:00:00,TOTAL,Answerlink,1.0,1,284.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.93,0.08,0.08,2.0
Historical,2025-03-20 07:00:00,TOTAL,Answerlink,1.0,4,356.5,0.0,30.0,,0.8,0.21,0.85,2,3,0.94,0.2,0.07,3.0
Historical,2025-03-20 08:00:00,TOTAL,Answerlink,1.0,15,530.06,0.0,30.0,,0.8,0.21,0.85,5,7,0.93,0.44,0.09,7.0
Historical,2025-03-20 09:00:00,TOTAL,Answerlink,1.0,23,607.82,0.0,30.0,,0.8,0.21,0.85,7,9,0.9,0.55,0.12,9.0
Historical,2025-03-20 10:00:00,TOTAL,Answerlink,1.0,25,628.06,0.0,30.0,,0.8,0.21,0.85,7,9,0.83,0.62,0.19,9.0
Historical,2025-03-20 11:00:00,TOTAL,Answerlink,1.0,37,504.57,0.0,30.0,,0.8,0.21,0.85,8,11,0.83,0.65,0.2,11.0
Historical,2025-03-20 12:00:00,TOTAL,Answerlink,1.0,18,663.73,0.0,30.0,,0.8,0.21,0.85,6,8,0.87,0.55,0.15,8.0
Historical,2025-03-20 13:00:00,TOTAL,Answerlink,1.0,24,508.94,0.0,30.0,,0.8,0.21,0.85,6,8,0.86,0.57,0.16,8.0
Historical,2025-03-20 14:00:00,TOTAL,Answerlink,1.0,28,723.71,0.0,30.0,,0.8,0.21,0.85,9,12,0.87,0.63,0.15,12.0
Historical,2025-03-20 15:00:00,TOTAL,Answerlink,1.0,28,635.81,0.0,30.0,,0.8,0.21,0.85,8,11,0.86,0.62,0.16,11.0
Historical,2025-03-20 16:00:00,TOTAL,Answerlink,1.0,17,455.76,0.0,30.0,,0.8,0.21,0.85,4,6,0.81,0.54,0.21,6.0
Historical,2025-03-20 17:00:00,TOTAL,Answerlink,1.0,8,872.72,0.0,30.0,,0.8,0.21,0.85,4,6,0.85,0.48,0.16,6.0
Historical,2025-03-20 18:00:00,TOTAL,Answerlink,1.0,5,532.33,0.0,30.0,,0.8,0.21,0.85,2,3,0.81,0.37,0.2,3.0
Historical,2025-03-20 19:00:00,TOTAL,Answerlink,1.0,2,491.5,0.0,30.0,,0.8,0.21,0.85,2,3,0.97,0.14,0.03,3.0
Historical,2025-03-20 20:00:00,TOTAL,Answerlink,1.0,4,304.25,0.0,30.0,,0.8,0.21,0.85,2,3,0.96,0.17,0.05,3.0
Historical,2025-03-20 21:00:00,TOTAL,Answerlink,1.0,1,0.0,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-20 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-20 23:00:00,TOTAL,Answerlink,1.0,1,241.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.94,0.07,0.07,2.0
Historical,2025-03-21 07:00:00,TOTAL,Answerlink,1.0,5,841.4,0.0,30.0,,0.8,0.21,0.85,3,4,0.88,0.39,0.13,4.0
Historical,2025-03-21 08:00:00,TOTAL,Answerlink,1.0,16,444.43,0.0,30.0,,0.8,0.21,0.85,4,6,0.85,0.49,0.17,6.0
Historical,2025-03-21 09:00:00,TOTAL,Answerlink,1.0,31,572.28,0.0,30.0,,0.8,0.21,0.85,8,11,0.87,0.62,0.16,11.0
Historical,2025-03-21 10:00:00,TOTAL,Answerlink,1.0,25,765.56,0.0,30.0,,0.8,0.21,0.85,8,11,0.8,0.66,0.22,11.0
Historical,2025-03-21 11:00:00,TOTAL,Answerlink,1.0,28,624.61,0.0,30.0,,0.8,0.21,0.85,8,11,0.87,0.61,0.15,11.0
Historical,2025-03-21 12:00:00,TOTAL,Answerlink,1.0,20,533.32,0.0,30.0,,0.8,0.21,0.85,6,8,0.92,0.49,0.09,8.0
Historical,2025-03-21 13:00:00,TOTAL,Answerlink,1.0,20,701.62,0.0,30.0,,0.8,0.21,0.85,7,9,0.89,0.56,0.12,9.0
Historical,2025-03-21 14:00:00,TOTAL,Answerlink,1.0,15,559.5,0.0,30.0,,0.8,0.21,0.85,5,7,0.91,0.47,0.1,7.0
Historical,2025-03-21 15:00:00,TOTAL,Answerlink,1.0,29,444.81,0.0,30.0,,0.8,0.21,0.85,6,8,0.84,0.6,0.19,8.0
Historical,2025-03-21 16:00:00,TOTAL,Answerlink,1.0,7,734.76,0.0,30.0,,0.8,0.21,0.85,3,4,0.8,0.48,0.21,4.0
Historical,2025-03-21 17:00:00,TOTAL,Answerlink,1.0,4,348.5,0.0,30.0,,0.8,0.21,0.85,2,3,0.95,0.19,0.06,3.0
Historical,2025-03-21 18:00:00,TOTAL,Answerlink,1.0,2,387.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.98,0.11,0.02,3.0
Historical,2025-03-21 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-21 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-21 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-21 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-21 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-22 07:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-22 08:00:00,TOTAL,Answerlink,1.0,3,668.67,0.0,30.0,,0.8,0.21,0.85,2,3,0.89,0.28,0.12,3.0
Historical,2025-03-22 09:00:00,TOTAL,Answerlink,1.0,8,571.29,0.0,30.0,,0.8,0.21,0.85,3,4,0.85,0.42,0.16,4.0
Historical,2025-03-22 10:00:00,TOTAL,Answerlink,1.0,5,312.6,0.0,30.0,,0.8,0.21,0.85,2,3,0.93,0.22,0.08,3.0
Historical,2025-03-22 11:00:00,TOTAL,Answerlink,1.0,9,511.44,0.0,30.0,,0.8,0.21,0.85,3,4,0.85,0.43,0.16,4.0
Historical,2025-03-22 12:00:00,TOTAL,Answerlink,1.0,12,510.36,0.0,30.0,,0.8,0.21,0.85,4,6,0.9,0.43,0.11,6.0
Historical,2025-03-22 13:00:00,TOTAL,Answerlink,1.0,10,793.13,0.0,30.0,,0.8,0.21,0.85,5,7,0.92,0.44,0.08,7.0
Historical,2025-03-22 14:00:00,TOTAL,Answerlink,1.0,5,686.65,0.0,30.0,,0.8,0.21,0.85,3,4,0.93,0.32,0.08,4.0
Historical,2025-03-22 15:00:00,TOTAL,Answerlink,1.0,3,551.33,0.0,30.0,,0.8,0.21,0.85,2,3,0.92,0.23,0.09,3.0
Historical,2025-03-22 16:00:00,TOTAL,Answerlink,1.0,3,453.33,0.0,30.0,,0.8,0.21,0.85,2,3,0.95,0.19,0.06,3.0
Historical,2025-03-22 17:00:00,TOTAL,Answerlink,1.0,2,365.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.81,0.2,0.2,2.0
Historical,2025-03-22 18:00:00,TOTAL,Answerlink,1.0,1,367.5,0.0,30.0,,0.8,0.21,0.85,1,2,0.91,0.1,0.1,2.0
Historical,2025-03-22 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-22 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-22 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-23 07:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-23 08:00:00,TOTAL,Answerlink,1.0,6,416.4,0.0,30.0,,0.8,0.21,0.85,2,3,0.84,0.35,0.18,3.0
Historical,2025-03-23 09:00:00,TOTAL,Answerlink,1.0,3,395.25,0.0,30.0,,0.8,0.21,0.85,2,3,0.96,0.16,0.05,3.0
Historical,2025-03-23 10:00:00,TOTAL,Answerlink,1.0,9,557.57,0.0,30.0,,0.8,0.21,0.85,3,4,0.82,0.46,0.2,4.0
Historical,2025-03-23 11:00:00,TOTAL,Answerlink,1.0,7,567.22,0.0,30.0,,0.8,0.21,0.85,3,4,0.9,0.37,0.12,4.0
Historical,2025-03-23 12:00:00,TOTAL,Answerlink,1.0,7,380.33,0.0,30.0,,0.8,0.21,0.85,2,3,0.82,0.37,0.2,3.0
Historical,2025-03-23 13:00:00,TOTAL,Answerlink,1.0,6,555.42,0.0,30.0,,0.8,0.21,0.85,3,4,0.93,0.31,0.08,4.0
Historical,2025-03-23 14:00:00,TOTAL,Answerlink,1.0,8,487.12,0.0,30.0,,0.8,0.21,0.85,3,4,0.9,0.36,0.11,4.0
Historical,2025-03-23 15:00:00,TOTAL,Answerlink,1.0,1,686.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.82,0.19,0.19,2.0
Historical,2025-03-23 16:00:00,TOTAL,Answerlink,1.0,1,455.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.88,0.13,0.13,2.0
Historical,2025-03-23 17:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-23 18:00:00,TOTAL,Answerlink,1.0,1,287.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.93,0.08,0.08,2.0
Historical,2025-03-23 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-23 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-23 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-24 07:00:00,TOTAL,Answerlink,1.0,1,128.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.97,0.04,0.04,2.0
Historical,2025-03-24 08:00:00,TOTAL,Answerlink,1.0,19,447.55,0.0,30.0,,0.8,0.21,0.85,5,7,0.91,0.47,0.11,7.0
Historical,2025-03-24 09:00:00,TOTAL,Answerlink,1.0,33,708.19,0.0,30.0,,0.8,0.21,0.85,10,13,0.87,0.65,0.15,13.0
Historical,2025-03-24 10:00:00,TOTAL,Answerlink,1.0,20,805.19,0.0,30.0,,0.8,0.21,0.85,7,9,0.81,0.64,0.21,9.0
Historical,2025-03-24 11:00:00,TOTAL,Answerlink,1.0,33,597.94,0.0,30.0,,0.8,0.21,0.85,9,12,0.89,0.61,0.13,12.0
Historical,2025-03-24 12:00:00,TOTAL,Answerlink,1.0,29,647.88,0.0,30.0,,0.8,0.21,0.85,8,11,0.82,0.65,0.2,11.0
Historical,2025-03-24 13:00:00,TOTAL,Answerlink,1.0,28,635.25,0.0,30.0,,0.8,0.21,0.85,8,11,0.86,0.62,0.16,11.0
Historical,2025-03-24 14:00:00,TOTAL,Answerlink,1.0,26,657.4,0.0,30.0,,0.8,0.21,0.85,8,11,0.89,0.59,0.13,11.0
Historical,2025-03-24 15:00:00,TOTAL,Answerlink,1.0,23,653.06,0.0,30.0,,0.8,0.21,0.85,7,9,0.86,0.6,0.16,9.0
Historical,2025-03-24 16:00:00,TOTAL,Answerlink,1.0,23,545.95,0.0,30.0,,0.8,0.21,0.85,6,8,0.85,0.58,0.18,8.0
Historical,2025-03-24 17:00:00,TOTAL,Answerlink,1.0,9,470.67,0.0,30.0,,0.8,0.21,0.85,3,4,0.88,0.39,0.13,4.0
Historical,2025-03-24 18:00:00,TOTAL,Answerlink,1.0,6,857.38,0.0,30.0,,0.8,0.21,0.85,4,6,0.94,0.36,0.06,6.0
Historical,2025-03-24 19:00:00,TOTAL,Answerlink,1.0,2,467.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.97,0.13,0.03,3.0
Historical,2025-03-24 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-24 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-24 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-24 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-25 07:00:00,TOTAL,Answerlink,1.0,5,525.1,0.0,30.0,,0.8,0.21,0.85,2,3,0.82,0.36,0.19,3.0
Historical,2025-03-25 08:00:00,TOTAL,Answerlink,1.0,13,801.9,0.0,30.0,,0.8,0.21,0.85,5,7,0.8,0.58,0.21,7.0
Historical,2025-03-25 09:00:00,TOTAL,Answerlink,1.0,25,484.5,0.0,30.0,,0.8,0.21,0.85,6,8,0.87,0.56,0.15,8.0
Historical,2025-03-25 10:00:00,TOTAL,Answerlink,1.0,22,525.93,0.0,30.0,,0.8,0.21,0.85,6,8,0.89,0.54,0.13,8.0
